event_id,event_title,event_summary,main_tag,main_tags,keywords,key_phrases,start_date,end_date,discussion_count,message_count,chat_count,author_count,negative_count,toxic_count,negative_share,toxic_share,importance_score,status,is_hidden
e_00487,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 18.04.2026 23:24 по 19.04.2026 20:38. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: отлично знаю, абсолютно правильно, правильно говоришь.",Коэффициент,Коэффициент|яндекс,назад|знаю|могу|ехать|цены|понимаешь|всегда,отлично знаю|абсолютно правильно|правильно говоришь|тобой согласен|имею ввиду,2026-04-18 23:24:00,2026-04-19 20:38:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_00793,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 20.04.2026 02:40 по 20.04.2026 02:49. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: фиолетовый зон, давно работает.",Коэффициент,Коэффициент|яндекс,приоритет|типа|давно|работает|типы|какие|поставьте,фиолетовый зон|давно работает,2026-04-20 02:40:00,2026-04-20 02:49:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_01391,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 22.04.2026 10:31 по 22.04.2026 10:35. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: смотрите, пишут, видит, ага, содержанка.",Коэффициент,Коэффициент|яндекс,смотрите|пишут|видит|ага|содержанка|подороже|равно,,2026-04-22 10:31:00,2026-04-22 10:35:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_01722,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 23.04.2026 13:56 по 23.04.2026 13:57. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: задолбали, кидать, подачами, минут, почти.",Коэффициент,Коэффициент|яндекс,задолбали|кидать|подачами|минут|почти|десяток|таких,,2026-04-23 13:56:00,2026-04-23 13:57:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_01753,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 23.04.2026 15:29 по 23.04.2026 15:29. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: помню, межгород, кэф, ввели, упал.",Коэффициент,Коэффициент,помню|межгород|кэф|ввели|упал|расстояние|щас,,2026-04-23 15:29:00,2026-04-23 15:29:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_01901,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 21.04.2026 19:34 по 21.04.2026 19:38. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: берем, щелково, другой, стороне.",Коэффициент,Коэффициент,берем|щелково|другой|стороне,,2026-04-21 19:34:00,2026-04-21 19:38:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02020,Обсуждение сервиса Фастен,"Тема «Коэффициент» обсуждалась с 17.04.2026 02:49 по 17.04.2026 02:50. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: фастен, район, обычно, хватал, подряд.",Коэффициент,Коэффициент|Фастен|яндекс,фастен|район|обычно|хватал|подряд|катал|много,,2026-04-17 02:49:00,2026-04-17 02:50:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02054,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 17.04.2026 03:27 по 17.04.2026 03:32. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: k170, машин, уехать, цену, стоимость.",Коэффициент,Коэффициент|яндекс,k170|машин|уехать|цену|стоимость|наебывает|iig,,2026-04-17 03:27:00,2026-04-17 03:32:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02083,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 21:38 по 19.04.2026 21:41. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: молчите, пашете, кэфы, катаете, говорите.",Коэффициент,Коэффициент,молчите|пашете|кэфы|катаете|говорите|давай|хорошего,,2026-04-19 21:38:00,2026-04-19 21:41:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02179,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 21.04.2026 14:40 по 21.04.2026 14:50. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: бог, создал, вначале, работали, нем.",Коэффициент,Коэффициент|яндекс,бог|создал|вначале|работали|нем|нравилось|хорошо,,2026-04-21 14:40:00,2026-04-21 14:50:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02216,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 14:33 по 19.04.2026 14:33. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: должны возить, баллы приоритета.",Коэффициент,Коэффициент|яндекс,должны|возить|политика|делам|баллы|приоритета|вернуть,должны возить|баллы приоритета,2026-04-19 14:33:00,2026-04-19 14:33:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02266,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 21.04.2026 17:44 по 21.04.2026 17:45. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: получается, еде, сотку, знаю, прочее.",Коэффициент,Коэффициент|яндекс,получается|еде|сотку|знаю|прочее|ровным|счетом,,2026-04-21 17:44:00,2026-04-21 17:45:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02503,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 18.04.2026 23:08 по 18.04.2026 23:16. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: отменили, стало, охуел, платная, подача.",Коэффициент,Коэффициент|яндекс,отменили|стало|охуел|платная|подача|адреса|километров,,2026-04-18 23:08:00,2026-04-18 23:16:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02509,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 20:38 по 19.04.2026 20:39. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: типа, сделал, спрос, зависит, западном.",Коэффициент,Коэффициент|яндекс,типа|сделал|спрос|зависит|западном|ебашит|заказов,,2026-04-19 20:38:00,2026-04-19 20:39:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02546,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 10:15 по 19.04.2026 10:17. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: минуты, данном, случае, маховую, беру.",Коэффициент,Коэффициент|яндекс,минуты|данном|случае|маховую|беру|потому|нахожусь,,2026-04-19 10:15:00,2026-04-19 10:17:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02547,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 15:34 по 19.04.2026 15:38. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: ближайшие, лет, дождиками, питаться, ездить.",Коэффициент,Коэффициент|яндекс,ближайшие|лет|дождиками|питаться|ездить|машине|проститутке,,2026-04-19 15:34:00,2026-04-19 15:38:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02550,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 20.04.2026 08:13 по 20.04.2026 08:22. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: короче, такой, побоялся, андрей, кстати.",Коэффициент,Коэффициент,короче|такой|побоялся|андрей|кстати|вариант|одинцово,,2026-04-20 08:13:00,2026-04-20 08:22:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02758,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 19.04.2026 08:05 по 19.04.2026 08:52. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: рубль, кэф, говорит, типа, пиздит.",Коэффициент,Коэффициент|яндекс,рубль|кэф|говорит|типа|пиздит|нахуя|отменил,,2026-04-19 08:05:00,2026-04-19 08:52:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_02832,"Коэффициенты, приоритет и тарифы","Тема «Коэффициент» обсуждалась с 18.04.2026 23:27 по 18.04.2026 23:28. Внутри: 2 сообщений, 1 чатов, 1 участников. Ключевые сигналы: дать возможность.",Коэффициент,Коэффициент|яндекс,хочет|затраты|свои|плюс|пусть|telegr|дать,дать возможность,2026-04-18 23:27:00,2026-04-18 23:28:00,1,2,1,1,0,0,0.0,0.0,6.48,новый,False
e_00003,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 17.04.2026 00:27 по 17.04.2026 00:53. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: озон, любой, выдвигай, товар, пуляй.",WB Такси,WB Такси,озон|любой|выдвигай|товар|пуляй|любому|должно,,2026-04-17 00:27:00,2026-04-17 00:53:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00047,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 08:22 по 17.04.2026 08:25. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: думать обо, обо всех.",яндекс,яндекс,думать|обо|всех|водителях|всегда|найдется|супергеморой,думать обо|обо всех,2026-04-17 08:22:00,2026-04-17 08:25:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00059,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 08:59 по 17.04.2026 08:59. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: давать первые, недели нормальные, нормальные начнешь.",яндекс,яндекс,аренду|давать|первые|недели|нормальные|начнешь|возить,давать первые|недели нормальные|нормальные начнешь|начнешь возить|возить соточки,2026-04-17 08:59:00,2026-04-17 08:59:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00083,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 10:32 по 17.04.2026 10:33. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: работает, яши, алгоритм, объясните, дураку.",яндекс,яндекс,работает|яши|алгоритм|объясните|дураку|выходит|трех,,2026-04-17 10:32:00,2026-04-17 10:33:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00088,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 17.04.2026 10:49 по 17.04.2026 10:52. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: одновременно, всем, привет, ожидаете, товарищи.",WB Такси,WB Такси|яндекс,одновременно|всем|привет|ожидаете|товарищи|сам|складе,,2026-04-17 10:49:00,2026-04-17 10:52:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00112,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 12:25 по 17.04.2026 12:41. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: ясность, изначально, ответственности, блок, несут.",яндекс,яндекс,ясность|изначально|ответственности|блок|несут|телефоне|стоит,,2026-04-17 12:25:00,2026-04-17 12:41:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00119,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 13:03 по 17.04.2026 13:21. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: лужи, выгоднее, везти, субботу, машин.",яндекс,яндекс,лужи|выгоднее|везти|субботу|машин|реально|понятно,,2026-04-17 13:03:00,2026-04-17 13:21:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00142,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 17.04.2026 14:47 по 17.04.2026 14:48. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: фастен, определить, сказали, опять, всем.",Фастен,Фастен|яндекс,фастен|определить|сказали|опять|всем|доброе|утро,,2026-04-17 14:47:00,2026-04-17 14:48:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00168,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 16:43 по 17.04.2026 16:43. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: киргизы сделали, сделали киргизы, киргизы узбеки.",яндекс,яндекс,киргизы|оферту|сделали|узбеки|таджики|армяне|стояли,киргизы сделали|сделали киргизы|киргизы узбеки|узбеки таджики|таджики армяне,2026-04-17 16:43:00,2026-04-17 16:43:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00182,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 17:09 по 17.04.2026 17:09. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: придет своих, своих машин, машин придет.",яндекс,яндекс,придет|своих|машин|таксопарк|работает|партнерами|этому,придет своих|своих машин|машин придет|придет таксопарк|таксопарк работает,2026-04-17 17:09:00,2026-04-17 17:09:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00188,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 17:52 по 17.04.2026 17:52. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: gps модуль, модуль gps, короче понял.",яндекс,яндекс,gps|модуль|минут|локация|короче|независимо|интернета,gps модуль|модуль gps|короче понял|понял поражаюсь|поражаюсь таксистам,2026-04-17 17:52:00,2026-04-17 17:52:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00195,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 17.04.2026 18:10 по 17.04.2026 18:10. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: способ защиты, защиты права, видно скроешь.",яндекс,яндекс,могу|видишь|соответственно|базар|ответить|показать|суде,способ защиты|защиты права|видно скроешь|скроешь видишь|видишь человек,2026-04-17 18:10:00,2026-04-17 18:10:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00325,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 18.04.2026 09:07 по 18.04.2026 09:11. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: должен, скоро, еше, индрайвер, попробовать.",WB Такси,WB Такси,должен|скоро|еше|индрайвер|попробовать|попробует|этом,,2026-04-18 09:07:00,2026-04-18 09:11:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00338,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 18.04.2026 10:58 по 18.04.2026 11:05. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: чик, тариф, дешевле, заебитлз, сержик.",Фастен,Фастен|яндекс,чик|тариф|дешевле|заебитлз|сержик|довожу|голосом,,2026-04-18 10:58:00,2026-04-18 11:05:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00459,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 18.04.2026 20:51 по 18.04.2026 20:59. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: адванс помощь, помощь отдашь, отдашь будущих.",яндекс,яндекс,адванс|помощь|отдашь|будущих|заказов|куда|нам,адванс помощь|помощь отдашь|отдашь будущих|будущих заказов,2026-04-18 20:51:00,2026-04-18 20:59:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00490,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 18.04.2026 23:37 по 18.04.2026 23:37. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: понятно, интересно, почитать, наблюдение, данного.",WB Такси,WB Такси|яндекс,понятно|интересно|почитать|наблюдение|данного|человека|регионах,,2026-04-18 23:37:00,2026-04-18 23:37:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00522,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 19.04.2026 02:22 по 19.04.2026 02:39. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: указания тарифа, указан тариф.",Фастен,Фастен,фастен|указания|тарифа|указан|тариф|прилетел|чаевые,указания тарифа|указан тариф,2026-04-19 02:22:00,2026-04-19 02:39:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00563,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 10:15 по 19.04.2026 10:26. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: короче водителя, забыли вещи.",яндекс,яндекс,короче|типа|вещи|даст|причем|водителя|вызывали,короче водителя|забыли вещи,2026-04-19 10:15:00,2026-04-19 10:26:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00566,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 10:30 по 19.04.2026 10:30. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: чел забыл, забыл позвонил, позвонил сразу.",яндекс,яндекс,сразу|позвонил|чел|забыл|отъехал|фото|скинул,чел забыл|забыл позвонил|позвонил сразу|сразу отъехал|отъехал сразу,2026-04-19 10:30:00,2026-04-19 10:30:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00578,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 19.04.2026 11:39 по 19.04.2026 11:41. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: компания, крупная, приглашает, сотрудничеству, сотрудников.",Фастен,Фастен|яндекс,компания|крупная|приглашает|сотрудничеству|сотрудников|перемещения|отправлений,,2026-04-19 11:39:00,2026-04-19 11:41:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00598,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 12:31 по 19.04.2026 13:35. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: потому, смотри, выебывался, другим, способом.",яндекс,яндекс,потому|смотри|выебывался|другим|способом|стаполки|хуяполки,,2026-04-19 12:31:00,2026-04-19 13:35:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00616,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 13:47 по 19.04.2026 13:47. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: сказал братан, братан смотри, екатеринбурге напротив.",яндекс,яндекс,потому|такой|качал|сказал|братан|смотри|первых,сказал братан|братан смотри|екатеринбурге напротив|моей хаты|хаты открылся,2026-04-19 13:47:00,2026-04-19 13:47:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00703,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 19:53 по 19.04.2026 19:53. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: рейтинг, заморочек, пасса, факт, зачем.",яндекс,яндекс,рейтинг|заморочек|пасса|факт|зачем|столько|фистинг,,2026-04-19 19:53:00,2026-04-19 19:53:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00704,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 19.04.2026 19:58 по 19.04.2026 19:59. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: потому, специально, спрашивал, пасса, сделан.",Фастен,Фастен|яндекс,потому|специально|спрашивал|пасса|сделан|цена|соответственно,,2026-04-19 19:58:00,2026-04-19 19:59:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00721,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 19.04.2026 21:02 по 19.04.2026 22:04. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: прям коробило, ипотеку выплатил.",яндекс,яндекс,прям|коробило|нибудь|кого|например|знаю|ипотеку,прям коробило|ипотеку выплатил,2026-04-19 21:02:00,2026-04-19 22:04:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00853,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 20.04.2026 10:37 по 20.04.2026 10:38. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: вопросики правда, правда зарегать, зарегать новую.",яндекс,яндекс,вопросики|правда|зарегать|новую|машину|типо|российского,вопросики правда|правда зарегать|зарегать новую|новую машину|машину типо,2026-04-20 10:37:00,2026-04-20 10:38:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00880,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 20.04.2026 12:03 по 20.04.2026 12:06. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: мешало, ситимобил, этим, потому, самолет.",WB Такси,WB Такси|яндекс,мешало|ситимобил|этим|потому|самолет|думаю|замечал,,2026-04-20 12:03:00,2026-04-20 12:06:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00885,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 20.04.2026 12:20 по 20.04.2026 12:42. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: потому, услугу, водителей, остальное, поэтому.",яндекс,яндекс,потому|услугу|водителей|остальное|поэтому|курьеров|обязательно,,2026-04-20 12:20:00,2026-04-20 12:42:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_00914,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 20.04.2026 13:50 по 20.04.2026 13:50. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: российская федерация, том числе, правильно говоришь.",яндекс,яндекс,воевать|российская|федерация|том|числе|ним|интересы,российская федерация|том числе|правильно говоришь|говоришь дегенерат|дегенерат точно,2026-04-20 13:50:00,2026-04-20 13:50:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01045,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 20.04.2026 21:19 по 20.04.2026 21:20. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: блокнуть, изначально, узнавать, брать, замаскировали.",яндекс,яндекс,блокнуть|изначально|узнавать|брать|замаскировали|заказываю|всегда,,2026-04-20 21:19:00,2026-04-20 21:20:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01105,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 05:20 по 21.04.2026 05:21. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: подскажите пожалуйста, пожалуйста сам, сам понижать.",яндекс,яндекс,рейтинг|подскажите|пожалуйста|сам|понижать|вроде|позавчера,подскажите пожалуйста|пожалуйста сам|сам понижать|понижать рейтинг|рейтинг вроде,2026-04-21 05:20:00,2026-04-21 05:21:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01138,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 08:27 по 21.04.2026 08:54. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: решил стать, стать оператором, оператором сотовой.",яндекс,яндекс,билайна|оператора|решил|стать|оператором|сотовой|связи,решил стать|стать оператором|оператором сотовой|сотовой связи|связи запуск,2026-04-21 08:27:00,2026-04-21 08:54:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01230,Запуск и обсуждение WB Такси,"Тема «WB Такси» обсуждалась с 21.04.2026 17:15 по 21.04.2026 17:17. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: опции грузчика.",WB Такси,WB Такси,опции|грузчика|несколько|насколько|понимаю|должны|приходить,опции грузчика,2026-04-21 17:15:00,2026-04-21 17:17:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01242,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 18:44 по 21.04.2026 19:00. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: через зсд, должен оплатить.",яндекс,яндекс,зсд|через|должен|оплатить|адрес|хочешь|считает,через зсд|должен оплатить,2026-04-21 18:44:00,2026-04-21 19:00:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01251,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 21.04.2026 19:14 по 21.04.2026 19:16. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: taxist app, app сторе, сторе платишь.",яндекс,яндекс,taxist|app|сторе|платишь|подписку|цены|типо,taxist app|app сторе|сторе платишь|платишь подписку|подписку цены,2026-04-21 19:14:00,2026-04-21 19:16:00,2,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01340,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 22.04.2026 06:06 по 22.04.2026 06:06. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: самые, дешевые, конченной, подачей, всегда.",Фастен,Фастен,самые|дешевые|конченной|подачей|всегда|фастены|вижу,,2026-04-22 06:06:00,2026-04-22 06:06:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01352,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 22.04.2026 07:29 по 22.04.2026 07:29. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: лизинг возможно, парков катают, катают старых.",яндекс,яндекс,лизинг|парков|возможно|нибудь|серым|катают|старых,лизинг возможно|парков катают|катают старых|старых автомобилях|автомобилях мало,2026-04-22 07:29:00,2026-04-22 07:29:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01432,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 22.04.2026 12:15 по 22.04.2026 13:21. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: седьмой платной, платной минуте, зачем берете.",Фастен,Фастен|яндекс,короче|нам|сразу|потому|типа|чемодана|машину,седьмой платной|платной минуте|зачем берете|нам разрешили,2026-04-22 12:15:00,2026-04-22 13:21:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01451,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 22.04.2026 12:48 по 22.04.2026 12:52. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: щас, прическу, новую, сделаю, берегите.",яндекс,яндекс,щас|прическу|новую|сделаю|берегите|девоньки|трусы,,2026-04-22 12:48:00,2026-04-22 12:52:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01494,Общее обсуждение Яндекса,"Тема «яндекс» обсуждалась с 22.04.2026 15:08 по 22.04.2026 16:49. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: ахтунг, атеншин, всем, привет, подскажите.",яндекс,яндекс,ахтунг|атеншин|всем|привет|подскажите|пожалуйста|быстро,,2026-04-22 15:08:00,2026-04-22 16:49:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01505,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 22.04.2026 16:07 по 22.04.2026 18:45. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: специально, хуйня, какие, свои, цены.",Фастен,Фастен|яндекс,специально|хуйня|какие|свои|цены|ставит|именно,,2026-04-22 16:07:00,2026-04-22 18:45:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
e_01553,Обсуждение сервиса Фастен,"Тема «Фастен» обсуждалась с 22.04.2026 19:44 по 22.04.2026 19:45. Внутри: 2 сообщений, 1 чатов, 2 участников. Ключевые сигналы: fasten, бизнес, плашечки, работает, факт.",Фастен,Фастен|яндекс,fasten|бизнес|плашечки|работает|факт|фасту|алексей,,2026-04-22 19:44:00,2026-04-22 19:45:00,1,2,1,2,0,0,0.0,0.0,6.31,новый,False
